Date,Passengers
2022-01-10,1449550.0
2022-01-11,1125952.0
2022-01-12,1231419.0
2022-01-13,1541835.0
2022-01-14,1728383.0
2022-01-15,1403734.0
2022-01-16,1379403.0
2022-01-17,1699242.0
2022-01-18,1301462.0
2022-01-19,1201583.0
2022-01-20,1471161.0
2022-01-21,1514369.0
2022-01-22,1241792.0
2022-01-23,1648529.0
2022-01-24,1397281.0
2022-01-25,1059741.0
2022-01-26,1198339.0
2022-01-27,1555773.0
2022-01-28,1632406.0
2022-01-29,1070691.0
2022-01-30,1714280.0
